Product code,Language,Vendor,Max quantity,Quantity step,List qty count,Out of stock actions,Promo text,Product URL,Image URL,Detailed image URL,Items in box,Box size,Usergroup IDs,Available since,Options type,Exceptions type,Variation group code,Variation group id,Variation parent product id,Variation sub group id,Variation set as default,Discussion,Product id,Category,List price,Price,Weight,Quantity,Min quantity,Shipping freight,Date added,Downloadable,Files,Ship downloadable,Inventory tracking,Free shipping,Zero price action,Thumbnail,Detailed image,Product name,Description,Meta keywords,Meta description,Search words,Page title,Taxes,Features,Options,Secondary categories,SEO name,Short description,Status,Popularity
"07000-55240","ru","ИмПарт","0","0","0","N","","https://service.parts/komatsu/07000-55240-prokladka-tip-o/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","7864","Komatsu","0.00","1.00","0.000","1","0","0.00","29 Nov 2019 12:52:09","N","","N","B","N","R","","","07000-55240 ПРОКЛАДКА ТИП ""О""","07000-55240 ПРОКЛАДКА ТИП ""О""","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[ЯПОНИЯ]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[07000-55240]; (Основные характеристики) Город: S[Екатеринбург]","","","07000-55240-prokladka-tip-o","","A","18"
"07000-72075","ru","ИмПарт","0","0","0","N","","https://service.parts/komatsu/07000-72075-prokladka-tip-o/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","7865","Komatsu","0.00","449.00","0.000","10","0","0.00","29 Nov 2019 12:52:09","N","","N","B","N","R","","","07000-72075 ПРОКЛАДКА ТИП ""О""","07000-72075 ПРОКЛАДКА ТИП ""О""","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[ЯПОНИЯ]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[07000-72075]; (Основные характеристики) Город: S[Екатеринбург]","","","07000-72075-prokladka-tip-o","","A","15"
"07000-75210","ru","ИмПарт","0","0","0","N","","https://service.parts/komatsu/07000-75210-o-kolco/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","7866","Komatsu","0.00","1.00","0.000","1","0","0.00","29 Nov 2019 12:52:09","N","","N","B","N","R","","","07000-75210 О-КОЛЬЦО","07000-75210 О-КОЛЬЦО","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[ЯПОНИЯ]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[07000-75210]; (Основные характеристики) Город: S[Екатеринбург]","","","07000-75210-o-kolco","","A","21"
"07002-51423","ru","ИмПарт","0","0","0","N","","https://service.parts/komatsu/07002-51423-prokladka-tip-o/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","7867","Komatsu","0.00","175.00","0.000","19","0","0.00","29 Nov 2019 12:52:09","N","","N","B","N","R","","","07002-51423 ПРОКЛАДКА ТИП ""О""","07002-51423 ПРОКЛАДКА ТИП ""О""","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[ЯПОНИЯ]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[07002-51423]; (Основные характеристики) Город: S[Екатеринбург]","","","07002-51423-prokladka-tip-o","","A","12"
"07102-30412","ru","ИмПарт","0","0","0","N","","https://service.parts/komatsu/07102-30412-shlang/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","7868","Komatsu","0.00","3.00","0.000","1","0","0.00","29 Nov 2019 12:52:09","N","","N","B","N","R","","","07102-30412 ШЛАНГ","07102-30412 ШЛАНГ","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[ЯПОНИЯ]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[07102-30412]; (Основные характеристики) Город: S[Екатеринбург]","","","07102-30412-shlang","","A","42"
"07102-30512","ru","ИмПарт","0","0","0","N","","https://service.parts/komatsu/07102-30512-shlang/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","7869","Komatsu","0.00","5.00","1.000","2","0","0.00","29 Nov 2019 12:52:09","N","","N","B","N","R","","","07102-30512 ШЛАНГ","07102-30512 ШЛАНГ","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[ЯПОНИЯ]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[07102-30512]; (Основные характеристики) Город: S[Екатеринбург]","","","07102-30512-shlang","","A","15"
"07122-11019","ru","ИмПарт","0","0","0","N","","https://service.parts/komatsu/07122-11019-shlang/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","7870","Komatsu","0.00","20.00","4.000","8","0","0.00","29 Nov 2019 12:52:09","N","","N","B","N","R","","","07122-11019 ШЛАНГ","07122-11019 ШЛАНГ","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[ЯПОНИЯ]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[07122-11019]; (Основные характеристики) Город: S[Екатеринбург]","","","07122-11019-shlang","","A","12"
"07123-10515","ru","ИмПарт","0","0","0","N","","https://service.parts/komatsu/07123-10515-shlang/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","7871","Komatsu","0.00","11.00","2.000","5","0","0.00","29 Nov 2019 12:52:09","N","","N","B","N","R","","","07123-10515 ШЛАНГ","07123-10515 ШЛАНГ","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[ЯПОНИЯ]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[07123-10515]; (Основные характеристики) Город: S[Екатеринбург]","","","07123-10515-shlang","","A","42"
"07124-11006","ru","ИмПарт","0","0","0","N","","https://service.parts/komatsu/07124-11006-shlang/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","7872","Komatsu","0.00","10.00","2.000","2","0","0.00","29 Nov 2019 12:52:09","N","","N","B","N","R","","","07124-11006 ШЛАНГ","07124-11006 ШЛАНГ","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[ЯПОНИЯ]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[07124-11006]; (Основные характеристики) Город: S[Екатеринбург]","","","07124-11006-shlang","","A","39"
"07124-11009","ru","ИмПарт","0","0","0","N","","https://service.parts/komatsu/07124-11009-shlang/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","7873","Komatsu","0.00","5.00","2.000","6","0","0.00","29 Nov 2019 12:52:09","N","","N","B","N","R","","","07124-11009 ШЛАНГ","07124-11009 ШЛАНГ","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[ЯПОНИЯ]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[07124-11009]; (Основные характеристики) Город: S[Екатеринбург]","","","07124-11009-shlang","","A","48"
"07125-31215","ru","ИмПарт","0","0","0","N","","https://service.parts/komatsu/07125-31215-shlang/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","7874","Komatsu","0.00","31.00","6.000","10","0","0.00","29 Nov 2019 12:52:09","N","","N","B","N","R","","","07125-31215 ШЛАНГ","07125-31215 ШЛАНГ","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[ЯПОНИЯ]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[07125-31215]; (Основные характеристики) Город: S[Екатеринбург]","","","07125-31215-shlang","","A","36"
"07126-11010","ru","ИмПарт","0","0","0","N","","https://service.parts/komatsu/07126-11010-shlang/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","7875","Komatsu","0.00","6.00","3.000","20","0","0.00","29 Nov 2019 12:52:09","N","","N","B","N","R","","","07126-11010 ШЛАНГ","07126-11010 ШЛАНГ","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[ЯПОНИЯ]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[07126-11010]; (Основные характеристики) Город: S[Екатеринбург]","","","07126-11010-shlang","","A","39"
"07179-13126","ru","ИмПарт","0","0","0","N","","https://service.parts/komatsu/07179-13126-uplotnitelnoe-kolco/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","7876","Komatsu","0.00","459.00","0.000","1","0","0.00","29 Nov 2019 12:52:09","N","","N","B","N","R","","","07179-13126 УПЛОТНИТЕЛЬНОЕ КОЛЬЦО","07179-13126 УПЛОТНИТЕЛЬНОЕ КОЛЬЦО","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[ЯПОНИЯ]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[07179-13126]; (Основные характеристики) Город: S[Екатеринбург]","","","07179-13126-uplotnitelnoe-kolco","","A","6"
"07206-31014","ru","ИмПарт","0","0","0","N","","https://service.parts/komatsu/07206-31014-bolt/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","7877","Komatsu","0.00","836.00","0.000","20","0","0.00","29 Nov 2019 12:52:09","N","","N","B","N","R","","","07206-31014 БОЛТ","07206-31014 БОЛТ","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[ЯПОНИЯ]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[07206-31014]; (Основные характеристики) Город: S[Екатеринбург]","","","07206-31014-bolt","","A","63"
"07621-10307","ru","ИмПарт","0","0","0","N","","https://service.parts/komatsu/07621-10307-shlang/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","7878","Komatsu","0.00","2.00","0.000","1","0","0.00","29 Nov 2019 12:52:09","N","","N","B","N","R","","","07621-10307 ШЛАНГ","07621-10307 ШЛАНГ","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[ЯПОНИЯ]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[07621-10307]; (Основные характеристики) Город: S[Екатеринбург]","","","07621-10307-shlang","","A","33"
"07623-10314","ru","ИмПарт","0","0","0","N","","https://service.parts/komatsu/07623-10314-shlang/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","7879","Komatsu","0.00","3.00","1.000","5","0","0.00","29 Nov 2019 12:52:09","N","","N","B","N","R","","","07623-10314 ШЛАНГ","07623-10314 ШЛАНГ","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[ЯПОНИЯ]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[07623-10314]; (Основные характеристики) Город: S[Екатеринбург]","","","07623-10314-shlang","","A","27"
"09485-06503","ru","ИмПарт","0","0","0","N","","https://service.parts/komatsu/09485-06503-shlang/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","7880","Komatsu","0.00","4.00","0.000","2","0","0.00","29 Nov 2019 12:52:09","N","","N","B","N","R","","","09485-06503 ШЛАНГ","09485-06503 ШЛАНГ","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[ЯПОНИЯ]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[09485-06503]; (Основные характеристики) Город: S[Екатеринбург]","","","09485-06503-shlang","","A","15"
"09485-06505","ru","ИмПарт","0","0","0","N","","https://service.parts/komatsu/09485-06505-shlang/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","7881","Komatsu","0.00","5.00","0.000","2","0","0.00","29 Nov 2019 12:52:09","N","","N","B","N","R","","","09485-06505 ШЛАНГ","09485-06505 ШЛАНГ","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[ЯПОНИЯ]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[09485-06505]; (Основные характеристики) Город: S[Екатеринбург]","","","09485-06505-shlang","","A","42"
"176-911-4720","ru","ИмПарт","0","0","0","N","","https://service.parts/komatsu/176-911-4720-shlang/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","7882","Komatsu","0.00","2.00","0.000","2","0","0.00","29 Nov 2019 12:52:09","N","","N","B","N","R","","","176-911-4720 ШЛАНГ","176-911-4720 ШЛАНГ","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[ЯПОНИЯ]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[176-911-4720]; (Основные характеристики) Город: S[Екатеринбург]","","","176-911-4720-shlang","","A","9"
"17M-911-2480","ru","ИмПарт","0","0","0","N","","https://service.parts/komatsu/17m-911-2480-shlang/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","7883","Komatsu","0.00","7.00","0.000","2","0","0.00","29 Nov 2019 12:52:09","N","","N","B","N","R","","","17M-911-2480 ШЛАНГ","17M-911-2480 ШЛАНГ","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[ЯПОНИЯ]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[17M-911-2480]; (Основные характеристики) Город: S[Екатеринбург]","","","17m-911-2480-shlang","","A","6"
"195-03-15220","ru","ИмПарт","0","0","0","N","","https://service.parts/komatsu/195-03-15220-shlang/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","7884","Komatsu","0.00","6.00","0.000","2","0","0.00","29 Nov 2019 12:52:09","N","","N","B","N","R","","","195-03-15220 ШЛАНГ","195-03-15220 ШЛАНГ","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[ЯПОНИЯ]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[195-03-15220]; (Основные характеристики) Город: S[Екатеринбург]","","","195-03-15220-shlang","","A","18"
"195-03-43190","ru","ИмПарт","0","0","0","N","","https://service.parts/komatsu/195-03-43190-shlang-rezina-tekstil-s-fitingami/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","7885","Komatsu","0.00","24.00","0.000","5","0","0.00","29 Nov 2019 12:52:09","N","","N","B","N","R","","","195-03-43190 ШЛАНГ РЕЗИНА/ТЕКСТИЛЬ С ФИТИНГАМИ","195-03-43190 ШЛАНГ РЕЗИНА/ТЕКСТИЛЬ С ФИТИНГАМИ","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[ЯПОНИЯ]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[195-03-43190]; (Основные характеристики) Город: S[Екатеринбург]","","","195-03-43190-shlang-rezina-tekstil-s-fitingami","","A","15"
"195-03-57231","ru","ИмПарт","0","0","0","N","","https://service.parts/komatsu/195-03-57231-shlang/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","7886","Komatsu","0.00","20.00","3.000","2","0","0.00","29 Nov 2019 12:52:09","N","","N","B","N","R","","","195-03-57231 ШЛАНГ","195-03-57231 ШЛАНГ","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[ЯПОНИЯ]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[195-03-57231]; (Основные характеристики) Город: S[Екатеринбург]","","","195-03-57231-shlang","","A","9"
"195-27-12467","ru","ИмПарт","0","0","0","N","","https://service.parts/komatsu/195-27-12467-nabor-segmentov-9-sht-h-195-27-12467/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","7887","Komatsu","0.00","32.00","16.000","1","0","0.00","29 Nov 2019 12:52:09","N","","N","B","N","R","","","195-27-12467 НАБОР СЕГМЕНТОВ (9 шт х 195-27-12467)","195-27-12467 НАБОР СЕГМЕНТОВ (9 шт х 195-27-12467)","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[ЯПОНИЯ]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[195-27-12467]; (Основные характеристики) Город: S[Екатеринбург]","","","195-27-12467-nabor-segmentov-9-sht-h-195-27-12467","","A","12"
"195-27-33141","ru","ИмПарт","0","0","0","N","","https://service.parts/komatsu/195-27-33141-gayka-31mm/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","7888","Komatsu","0.00","403.00","0.000","50","0","0.00","29 Nov 2019 12:52:09","N","","N","B","N","R","","","195-27-33141 ГАЙКА 31ММ","195-27-33141 ГАЙКА 31ММ","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[ЯПОНИЯ]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[195-27-33141]; (Основные характеристики) Город: S[Екатеринбург]","","","195-27-33141-gayka-31mm","","A","6"
"195-30-31231","ru","ИмПарт","0","0","0","N","","https://service.parts/komatsu/195-30-31231-uplotnenie-rezina-metall/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","7889","Komatsu","0.00","23.00","0.000","4","0","0.00","29 Nov 2019 12:52:09","N","","N","B","N","R","","","195-30-31231 УПЛОТНЕНИЕ РЕЗИНА/МЕТАЛЛ","195-30-31231 УПЛОТНЕНИЕ РЕЗИНА/МЕТАЛЛ","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[ЯПОНИЯ]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[195-30-31231]; (Основные характеристики) Город: S[Екатеринбург]","","","195-30-31231-uplotnenie-rezina-metall","","A","15"
"195-30-31250","ru","ИмПарт","0","0","0","N","","https://service.parts/komatsu/195-30-31250-uplotnenie-rezinovoe/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","7890","Komatsu","0.00","8.00","0.000","6","0","0.00","29 Nov 2019 12:52:09","N","","N","B","N","R","","","195-30-31250 УПЛОТНЕНИЕ РЕЗИНОВОЕ","195-30-31250 УПЛОТНЕНИЕ РЕЗИНОВОЕ","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[ЯПОНИЯ]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[195-30-31250]; (Основные характеристики) Город: S[Екатеринбург]","","","195-30-31250-uplotnenie-rezinovoe","","A","6"
"195-30-34220","ru","ИмПарт","0","0","0","N","","https://service.parts/komatsu/195-30-34220-napravlyayuschaya/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","7891","Komatsu","0.00","84.00","37.000","1","0","0.00","29 Nov 2019 12:52:09","N","","N","B","N","R","","","195-30-34220 НАПРАВЛЯЮЩАЯ","195-30-34220 НАПРАВЛЯЮЩАЯ","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[ЯПОНИЯ]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[195-30-34220]; (Основные характеристики) Город: S[Екатеринбург]","","","195-30-34220-napravlyayuschaya","","A","9"
