Product code,Language,Vendor,Max quantity,Quantity step,List qty count,Out of stock actions,Promo text,Product URL,Image URL,Detailed image URL,Items in box,Box size,Usergroup IDs,Available since,Options type,Exceptions type,Variation group code,Variation group id,Variation parent product id,Variation sub group id,Variation set as default,Discussion,Product id,Category,List price,Price,Weight,Quantity,Min quantity,Shipping freight,Date added,Downloadable,Files,Ship downloadable,Inventory tracking,Free shipping,Zero price action,Thumbnail,Detailed image,Product name,Description,Meta keywords,Meta description,Search words,Page title,Taxes,Features,Options,Secondary categories,SEO name,Short description,Status,Popularity
"234-70-33341","ru","КОМЕК МАШИНЕРИ","0","0","0","N","","https://service.parts/komatsu/234-70-33341-brskyyu/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","5414","Komatsu","0.00","10.00","1.560","2","0","0.00","24 Sep 2019 12:35:37","N","","N","B","N","R","","","234-70-33341 ВТУЛКА,","234-70-33341 ВТУЛКА,","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[Komatsu Ltd.]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[234-70-33341]","","","234-70-33341-brskyyu","","A","15"
"234-70-34180","ru","КОМЕК МАШИНЕРИ","0","0","0","N","","https://service.parts/komatsu/234-70-34180-soknrmemhe/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","5415","Komatsu","0.00","2.00","0.013","4","0","0.00","24 Sep 2019 12:35:37","N","","N","B","N","R","","","234-70-34180 УПЛОТНЕНИЕ,","234-70-34180 УПЛОТНЕНИЕ,","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[Komatsu Ltd.]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[234-70-34180]","","","234-70-34180-soknrmemhe","","A","57"
"234-70-35142","ru","КОМЕК МАШИНЕРИ","0","0","0","N","","https://service.parts/komatsu/234-70-35142-vepbvmne-ynkeyan/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","5416","Komatsu","0.00","318.00","19.000","1","0","0.00","24 Sep 2019 12:35:37","N","","N","B","N","R","","","234-70-35142 ЧЕРВЯЧНОЕ КОЛЕСО,","234-70-35142 ЧЕРВЯЧНОЕ КОЛЕСО,","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[Komatsu Ltd.]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[234-70-35142]","","","234-70-35142-vepbvmne-ynkeyan","","A","36"
"234-70-35161","ru","КОМЕК МАШИНЕРИ","0","0","0","N","","https://service.parts/komatsu/234-70-35161-vepby/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","5417","Komatsu","0.00","268.00","9.840","1","0","0.00","24 Sep 2019 12:35:37","N","","N","B","N","R","","","234-70-35161 ЧЕРВЯК,","234-70-35161 ЧЕРВЯК,","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[Komatsu Ltd.]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[234-70-35161]","","","234-70-35161-vepby","","A","84"
"234-71-13190","ru","КОМЕК МАШИНЕРИ","0","0","0","N","","https://service.parts/komatsu/234-71-13190-brskyyu/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","5418","Komatsu","0.00","9.00","0.290","1","0","0.00","24 Sep 2019 12:35:37","N","","N","B","N","R","","","234-71-13190 ВТУЛКА,","234-71-13190 ВТУЛКА,","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[Komatsu Ltd.]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[234-71-13190]","","","234-71-13190-brskyyu","","A","15"
"234-71-13443","ru","КОМЕК МАШИНЕРИ","0","0","0","N","","https://service.parts/komatsu/234-71-13443-oyukezh/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","5419","Komatsu","0.00","1.00","0.400","6","0","0.00","24 Sep 2019 12:35:37","N","","N","B","N","R","","","234-71-13443 ПАЛЕЦ,","234-71-13443 ПАЛЕЦ,","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[Komatsu Ltd.]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[234-71-13443]","","","234-71-13443-oyukezh","","A","57"
"234-785-1121","ru","КОМЕК МАШИНЕРИ","0","0","0","N","","https://service.parts/komatsu/234-785-1121-ynpnmyyu/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","5420","Komatsu","0.00","7.00","4.520","15","0","0.00","24 Sep 2019 12:35:37","N","","N","B","N","R","","","234-785-1121 КОРОНКА,","234-785-1121 КОРОНКА,","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[Komatsu Ltd.]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[234-785-1121]","","","234-785-1121-ynpnmyyu","","A","54"
"234-870-6220","ru","КОМЕК МАШИНЕРИ","0","0","0","N","","https://service.parts/komatsu/234-870-6220-ankr/","https://service.parts/images/thumbnails/280/147/detailed/2/%D0%91%D0%9E%D0%9B%D0%A2_8mnp-fy.png","https://service.parts/images/detailed/2/БОЛТ_8mnp-fy.png","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","5421","Komatsu","0.00","7.00","1.600","2","0","0.00","24 Sep 2019 12:35:37","N","","N","B","N","R","","exim/backup/images/БОЛТ_8mnp-fy.png#{[da]:;[de]:;[el]:;[en]:;[es]:;[fr]:;[it]:;[nl]:;[no]:;[ro]:;[ru]:;}","234-870-6220 БОЛТ,","234-870-6220 БОЛТ,","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[Komatsu Ltd.]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[234-870-6220]","","","234-870-6220-ankr","","A","126"
"234-979-6270","ru","КОМЕК МАШИНЕРИ","0","0","0","N","","https://service.parts/komatsu/234-979-6270-brskyyu/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","5422","Komatsu","0.00","2.00","0.900","2","0","0.00","24 Sep 2019 12:35:37","N","","N","B","N","R","","","234-979-6270 ВТУЛКА,","234-979-6270 ВТУЛКА,","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[Komatsu Ltd.]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[234-979-6270]","","","234-979-6270-brskyyu","","A","18"
"234-A06-1110","ru","КОМЕК МАШИНЕРИ","0","0","0","N","","https://service.parts/komatsu/234-a06-1110-schkeyrpnopnbndyyu/","","","min:0;max:0","length:0;width:0;height:0","0","","P","F","","","","","","D","5423","Komatsu","0.00","84.00","0.100","1","0","0.00","24 Sep 2019 12:35:37","N","","N","B","N","R","","","234-A06-1110 ЭЛЕКТРОПРОВОДКА,","234-A06-1110 ЭЛЕКТРОПРОВОДКА,","","","","","НДС 20%","(Основные характеристики) Бренд: S[KOMATSU]; (Основные характеристики) Страна производитель: S[Komatsu Ltd.]; (Основные характеристики) Производитель: S[KOMATSU]; (Основные характеристики) Код производителя: T[234-A06-1110]","","","234-a06-1110-schkeyrpnopnbndyyu","","A","63"
